	0	1	2	3	4
28	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat7_MAG/spades_output8521/8521cleaned.fasta	98.932	1483	1581
29	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat20_MAG/spades_output9122/9122cleaned.fasta	98.9074	1429	1581
30	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat10_MAG/spades_output8596/8596cleaned.fasta	98.8263	1443	1581
31	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat10_MAG/spades_output8598/8598cleaned.fasta	98.7917	1452	1581
32	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat10_MAG/spades_output8606/8606cleaned.fasta	98.7889	1453	1581
33	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat3_MAG/spades_output8421/8421cleaned.fasta	98.7425	1321	1581
34	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat3_MAG/spades_output8416/8416cleaned.fasta	98.636	1430	1581
35	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat14_MAG/spades_output8780/8780cleaned.fasta	98.6304	1430	1581
36	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat14_MAG/spades_output8784/8784cleaned.fasta	98.6203	1437	1581
37	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat6_MAG/spades_output8491/8491cleaned.fasta	98.6104	1418	1581
38	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat14_MAG/spades_output8783/8783cleaned.fasta	98.6084	1396	1581
39	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat6_MAG/spades_output8488/8488cleaned.fasta	98.605	1422	1581
40	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat6_MAG/spades_output8493/8493cleaned.fasta	98.5962	1415	1581
41	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat6_MAG/spades_output8489/8489cleaned.fasta	98.5843	1419	1581
42	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat14_MAG/spades_output8779/8779cleaned.fasta	98.5784	1410	1581
43	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat14_MAG/spades_output8778/8778cleaned.fasta	98.571	1405	1581
44	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat2_MAG/spades_output8376/8376cleaned.fasta	98.5246	1406	1581
45	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat1_MAG/spades_output8336/8336cleaned.fasta	98.5227	1403	1581
46	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat2_MAG/spades_output8381/8381cleaned.fasta	98.5188	1403	1581
47	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat1_MAG/spades_output8331/8331cleaned.fasta	98.5125	1398	1581
48	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat2_MAG/spades_output8378/8378cleaned.fasta	98.5096	1406	1581
49	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat2_MAG/spades_output8387/8387cleaned.fasta	98.501	1406	1581
50	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat2_MAG/spades_output8379/8379cleaned.fasta	98.4951	1390	1581
51	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat1_MAG/spades_output8332/8332cleaned.fasta	98.4932	1404	1581
52	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat1_MAG/spades_output8338/8338cleaned.fasta	98.4909	1409	1581
53	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat2_MAG/spades_output8377/8377cleaned.fasta	98.4796	1383	1581
54	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat2_MAG/spades_output8384/8384cleaned.fasta	98.4707	1387	1581
55	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat1_MAG/spades_output8335/8335cleaned.fasta	98.432	1274	1581
56	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat7_MAG/spades_output8523/8523cleaned.fasta	97.7901	361	1581
57	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat1_MAG/spades_output8330/8330cleaned.fasta	97.7289	879	1581
58	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat7_MAG/spades_output8528/8528cleaned.fasta	97.1286	121	1581
59	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat2_MAG/spades_output8386/8386cleaned.fasta	97.1079	200	1581
60	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat17_MAG/spades_output9025/9025cleaned.fasta	97.0683	1165	1581
61	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat17_MAG/spades_output9033/9033cleaned.fasta	97.0182	1235	1581
62	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat34_MAG/spades_output9762/9762cleaned.fasta	96.9769	1229	1581
63	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat34_MAG/spades_output9755/9755cleaned.fasta	96.9577	1171	1581
64	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat18_MAG/spades_output9077/9077cleaned.fasta	96.9427	1236	1581
65	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat18_MAG/spades_output9067/9067cleaned.fasta	96.9353	1250	1581
66	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat18_MAG/spades_output9071/9071cleaned.fasta	96.9263	1247	1581
67	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat18_MAG/spades_output9070/9070cleaned.fasta	96.9252	1253	1581
68	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat20_MAG/spades_output9116/9116cleaned.fasta	96.8825	432	1581
69	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat17_MAG/spades_output9023/9023cleaned.fasta	96.82	807	1581
70	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat18_MAG/spades_output9069/9069cleaned.fasta	96.7861	954	1581
71	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat34_MAG/spades_output9763/9763cleaned.fasta	95.6107	54	1581
72	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9207/9207cleaned.fasta	/home/aavalos/ecoli_MAGs/pat17_MAG/spades_output9024/9024cleaned.fasta	95.2808	200	1581
77	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat3_MAG/spades_output8418/8418cleaned.fasta	99.4609	1	1583
78	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat4_MAG/spades_output8433/8433cleaned.fasta	99.0421	1480	1583
79	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat4_MAG/spades_output8432/8432cleaned.fasta	99.0303	1486	1583
80	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat4_MAG/spades_output8434/8434cleaned.fasta	99.0169	1485	1583
81	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat4_MAG/spades_output8441/8441cleaned.fasta	99.0028	1486	1583
82	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat22_MAG/spades_output9231/9231cleaned.fasta	98.9976	1469	1583
83	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat7_MAG/spades_output8520/8520cleaned.fasta	98.9968	1466	1583
84	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat3_MAG/spades_output8417/8417cleaned.fasta	98.9964	1372	1583
85	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat22_MAG/spades_output9240/9240cleaned.fasta	98.9925	1470	1583
86	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat3_MAG/spades_output8419/8419cleaned.fasta	98.9913	1376	1583
87	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat3_MAG/spades_output8422/8422cleaned.fasta	98.9909	1380	1583
88	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat11_MAG/spades_output8628/8628cleaned.fasta	98.9896	1471	1583
89	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat11_MAG/spades_output8627/8627cleaned.fasta	98.9874	1474	1583
90	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat7_MAG/spades_output8518/8518cleaned.fasta	98.986	1476	1583
91	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat22_MAG/spades_output9241/9241cleaned.fasta	98.986	1474	1583
92	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat3_MAG/spades_output8425/8425cleaned.fasta	98.9857	1339	1583
93	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat11_MAG/spades_output8625/8625cleaned.fasta	98.9846	1472	1583
94	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat11_MAG/spades_output8622/8622cleaned.fasta	98.981	1473	1583
95	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat22_MAG/spades_output9232/9232cleaned.fasta	98.9784	1476	1583
96	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat7_MAG/spades_output8525/8525cleaned.fasta	98.976	1478	1583
97	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat11_MAG/spades_output8623/8623cleaned.fasta	98.9744	1472	1583
98	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat11_MAG/spades_output8626/8626cleaned.fasta	98.9709	1474	1583
99	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat11_MAG/spades_output8629/8629cleaned.fasta	98.9702	1475	1583
100	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat11_MAG/spades_output8633/8633cleaned.fasta	98.9622	1477	1583
101	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat7_MAG/spades_output8521/8521cleaned.fasta	98.9493	1476	1583
102	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat20_MAG/spades_output9122/9122cleaned.fasta	98.9451	1427	1583
103	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat10_MAG/spades_output8596/8596cleaned.fasta	98.8278	1445	1583
104	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat10_MAG/spades_output8606/8606cleaned.fasta	98.8155	1448	1583
105	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat10_MAG/spades_output8598/8598cleaned.fasta	98.7656	1455	1583
106	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat3_MAG/spades_output8421/8421cleaned.fasta	98.7141	1322	1583
107	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat14_MAG/spades_output8780/8780cleaned.fasta	98.6535	1434	1583
108	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat3_MAG/spades_output8416/8416cleaned.fasta	98.647	1432	1583
109	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat14_MAG/spades_output8784/8784cleaned.fasta	98.6441	1436	1583
110	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat6_MAG/spades_output8491/8491cleaned.fasta	98.6269	1420	1583
111	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat6_MAG/spades_output8493/8493cleaned.fasta	98.6234	1416	1583
112	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat6_MAG/spades_output8488/8488cleaned.fasta	98.6192	1419	1583
113	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat6_MAG/spades_output8489/8489cleaned.fasta	98.6177	1419	1583
114	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat14_MAG/spades_output8778/8778cleaned.fasta	98.6083	1405	1583
115	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat14_MAG/spades_output8779/8779cleaned.fasta	98.583	1410	1583
116	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat14_MAG/spades_output8783/8783cleaned.fasta	98.5756	1407	1583
117	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat1_MAG/spades_output8331/8331cleaned.fasta	98.5082	1398	1583
118	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat2_MAG/spades_output8379/8379cleaned.fasta	98.5036	1388	1583
119	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat2_MAG/spades_output8387/8387cleaned.fasta	98.5028	1399	1583
120	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat1_MAG/spades_output8332/8332cleaned.fasta	98.4974	1400	1583
121	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat2_MAG/spades_output8381/8381cleaned.fasta	98.4926	1404	1583
122	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat1_MAG/spades_output8336/8336cleaned.fasta	98.4918	1401	1583
123	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat2_MAG/spades_output8376/8376cleaned.fasta	98.4884	1402	1583
124	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat2_MAG/spades_output8378/8378cleaned.fasta	98.4783	1407	1583
125	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat1_MAG/spades_output8338/8338cleaned.fasta	98.4671	1412	1583
126	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat2_MAG/spades_output8377/8377cleaned.fasta	98.4577	1383	1583
127	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat2_MAG/spades_output8384/8384cleaned.fasta	98.4496	1387	1583
128	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat1_MAG/spades_output8335/8335cleaned.fasta	98.4111	1278	1583
129	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat7_MAG/spades_output8523/8523cleaned.fasta	97.7174	360	1583
130	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat1_MAG/spades_output8330/8330cleaned.fasta	97.6869	882	1583
131	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat7_MAG/spades_output8528/8528cleaned.fasta	97.2476	119	1583
132	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat17_MAG/spades_output9033/9033cleaned.fasta	97.0385	1234	1583
133	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat17_MAG/spades_output9025/9025cleaned.fasta	97.0307	1173	1583
134	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat2_MAG/spades_output8386/8386cleaned.fasta	97.0132	201	1583
135	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat20_MAG/spades_output9116/9116cleaned.fasta	96.9973	429	1583
136	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat34_MAG/spades_output9762/9762cleaned.fasta	96.9751	1228	1583
137	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat18_MAG/spades_output9067/9067cleaned.fasta	96.9426	1259	1583
138	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat18_MAG/spades_output9071/9071cleaned.fasta	96.9416	1247	1583
139	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat18_MAG/spades_output9077/9077cleaned.fasta	96.9299	1238	1583
140	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat34_MAG/spades_output9755/9755cleaned.fasta	96.92	1168	1583
141	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat18_MAG/spades_output9070/9070cleaned.fasta	96.9002	1248	1583
142	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat17_MAG/spades_output9023/9023cleaned.fasta	96.8532	805	1583
143	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat18_MAG/spades_output9069/9069cleaned.fasta	96.7552	967	1583
144	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat17_MAG/spades_output9024/9024cleaned.fasta	95.3489	200	1583
145	/home/aavalos/ecoli_MAGs/pat21_MAG/spades_output9210/9210cleaned.fasta	/home/aavalos/ecoli_MAGs/pat34_MAG/spades_output9763/9763cleaned.fasta	95.315	54	1583
